key_words,key_values
berkeley bowl,0.18
belt still,0.18
simply inspired,0.18
salon style,0.18
sandwich light,0.18
sidewalk when,0.18
born nicaragua,0.18
setting exposed,0.18
serving reimagined,0.18
serving portland,0.18
born santa,0.18
firebrand artisan,0.18
serve beer,0.18
seriously heard,0.18
serious cocktail,0.18
bowl salad,0.18
shop former,0.18
shop founded,0.18
selection batch,0.18
buena vista,0.18
bread batter,0.18
seating though,0.18
grain free,0.18
scone few,0.18
shop name,0.18
scientist artist,0.18
school roaster,0.18
scenic bright,0.18
say oneofakind,0.18
savor nosh,0.18
shop serving,0.18
bread quick,0.18
shop solid,0.18
breakfast sandwich,0.18
shop list,0.18
changing quiet,0.18
being castro,0.18
right farm,0.18
space company,0.18
punctuated light,0.18
grew olderschool,0.18
space haight,0.18
carry limelight,0.18
case like,0.18
space perfect,0.18
space production,0.18
project founder,0.18
program tea,0.18
production roastery,0.18
procrastination not,0.18
castro location,0.18
castro most,0.18
beautiful roastery,0.18
firstgeneration ethiopian,0.18
five shop,0.18
ceiling charming,0.18
centered around,0.18
gluten grain,0.18
centerpiece pour,0.18
portland straw,0.18
bean discussion,0.18
chain bros,0.18
plus pastry,0.18
flagship location,0.18
chain many,0.18
space back,0.18
been been,0.18
putting partner,0.18
quick bread,0.18
review top,0.18
find completely,0.18
green tomato,0.18
renowned author,0.18
remains flagship,0.18
related outdoor,0.18
reimagined tradition,0.18
sojourn study,0.18
regular basis,0.18
cafeteria shop,0.18
solid place,0.18
soma remains,0.18
soma roaster,0.18
right market,0.18
behind bros,0.18
greenhouse complete,0.18
reading writing,0.18
read write,0.18
read espresso,0.18
rave review,0.18
rapidly multiplying,0.18
ranging course,0.18
rafati rotates,0.18
something keep,0.18
quiet space,0.18
quiet morning,0.18
greenhouse stop,0.18
been roasting,0.18
exploded rapidly,0.18
going something,0.18
one small,0.18
sfounded company,0.18
featuring renowned,0.18
area stop,0.18
mind like,0.18
distracted twitter,0.18
tradition topnotch,0.18
milk life,0.18
home conversation,0.18
affogato serving,0.18
affogatto read,0.18
divisadero soma,0.18
home foundation,0.18
ahmed firstgeneration,0.18
aquiles guerrero,0.18
farm street,0.18
menu drink,0.18
when weather,0.18
done right,0.18
member family,0.18
twitter check,0.18
succulent aroma,0.18
when nice,0.18
life changing,0.18
unassuming straightforward,0.18
highly curated,0.18
marketplace pick,0.18
discussion going,0.18
aroma done,0.18
delicious ice,0.18
espresso milk,0.18
most scenic,0.18
espresso machine,0.18
laptopwielding folk,0.18
espresso ice,0.18
family behind,0.18
free greenhouse,0.18
morning place,0.18
morning light,0.18
foundation say,0.18
devotee local,0.18
high ceiling,0.18
latest location,0.18
latest stunningly,0.18
escape quiet,0.18
tomato cucumber,0.18
around longterm,0.18
whose street,0.18
full menu,0.18
directly ethiopian,0.18
top shop,0.18
topnotch ingredient,0.18
forthright putting,0.18
multiplying location,0.18
market punctuated,0.18
light food,0.18
weather nice,0.18
like procrastination,0.18
drink ranging,0.18
victorian divisadero,0.18
location plus,0.18
way related,0.18
former techie,0.18
vista park,0.18
location latest,0.18
like scone,0.18
like take,0.18
location big,0.18
location being,0.18
dynamic open,0.18
located right,0.18
edible sip,0.18
local chain,0.18
limelight espresso,0.18
early want,0.18
freshest fare,0.18
list none,0.18
want sure,0.18
list double,0.18
longterm thinking,0.18
understatement home,0.18
drink nitro,0.18
fare cup,0.18
double museum,0.18
many devotee,0.18
many addicted,0.18
mall name,0.18
light sandwich,0.18
machine friendly,0.18
up freshest,0.18
lunch reading,0.18
updated corner,0.18
angeles japan,0.18
lunch beer,0.18
andor delicious,0.18
friendly laptopwielding,0.18
light wood,0.18
variety rave,0.18
variety roaster,0.18
ample seating,0.18
drink location,0.18
fancy decent,0.18
well worth,0.18
friendly baristas,0.18
like best,0.18
email coworkers,0.18
los angeles,0.18
list brewing,0.18
museum home,0.18
decent place,0.18
course beer,0.18
table outside,0.18
intense bean,0.18
coworkers sizeable,0.18
oneofakind understatement,0.18
sextant setting,0.18
founded project,0.18
take seriously,0.18
take stroll,0.18
olderschool chain,0.18
old still,0.18
often packed,0.18
working directly,0.18
offering pourovers,0.18
cream basically,0.18
worked sfounded,0.18
work without,0.18
offer starter,0.18
offer selection,0.18
tea bite,0.18
cream mezzanine,0.18
intimate salon,0.18
cream parlor,0.18
get early,0.18
obsessively overthink,0.18
get one,0.18
open community,0.18
outdoor mall,0.18
flagship space,0.18
baristas take,0.18
baristas guarantee,0.18
indoor space,0.18
ingredient organic,0.18
conversation intimate,0.18
organic gluten,0.18
year old,0.18
getting distracted,0.18
sure get,0.18
writing without,0.18
swash dark,0.18
write obsessively,0.18
corner victorian,0.18
inspired institution,0.18
worth sojourn,0.18
few table,0.18
institution born,0.18
founding roaster,0.18
bakery pastry,0.18
sweet succulent,0.18
get work,0.18
only serious,0.18
artisan bread,0.18
creamy mint,0.18
exposed brick,0.18
new space,0.18
new school,0.18
japan located,0.18
ethiopian working,0.18
curated shop,0.18
thinking featuring,0.18
headquarters find,0.18
ethiopian kenyan,0.18
customizable affogatto,0.18
keep mind,0.18
wine close,0.18
author scientist,0.18
though often,0.18
cute tiny,0.18
dark navy,0.18
heard intense,0.18
kenyan colombian,0.18
navy sweet,0.18
kicking list,0.18
artist paired,0.18
kinani ahmed,0.18
name latest,0.18
wifiequipped friendly,0.18
cup pour,0.18
bagel pastry,0.18
wine not,0.18
nicaragua member,0.18
hayes cafeteria,0.18
nothing fancy,0.18
techie hamid,0.18
not way,0.18
technically well,0.18
event centered,0.18
not technically,0.18
cruz los,0.18
cruz outpost,0.18
cucumber chickpea,0.18
wood swash,0.18
without getting,0.18
folk offer,0.18
nosh greenhouse,0.18
none whose,0.18
gastronomy shop,0.18
item available,0.18
without distraction,0.18
addicted creamy,0.18
nitro cold,0.18
avocado serve,0.18
nice linger,0.18
nice full,0.18
available many,0.18
linger stop,0.18
outdoor seating,0.185
walker bohemian,0.19
tea cold,0.19
bay lower,0.19
actually taste,0.19
work castro,0.19
actuallyimportant fidi,0.19
technologically advanced,0.19
tenderloin hangout,0.19
term thirdwave,0.19
thing actually,0.19
taste good,0.19
away afternoon,0.19
wine tap,0.19
thing simple,0.19
glamorous born,0.19
think anything,0.19
start experience,0.19
beach location,0.19
thirdwave shop,0.19
standing room,0.19
attraction spirit,0.19
awardwinning fullservice,0.19
addition equator,0.19
shop cure,0.19
geri koeppelhoodline,0.19
year worth,0.19
shame loving,0.19
year serving,0.19
year originator,0.19
barista artist,0.19
banging brunch,0.19
flavor profile,0.19
shame prettiest,0.19
acceptable adult,0.19
bohemian tenderloin,0.19
surprised reason,0.19
bonus institution,0.19
bakery provides,0.19
sweet savory,0.19
worth love,0.19
sweet shop,0.19
street when,0.19
bakehouse espresso,0.19
baked year,0.19
tap food,0.19
study serious,0.19
artist brett,0.19
artist aplenty,0.19
array vessel,0.19
full delicious,0.19
something not,0.19
good neighbor,0.19
aka dessert,0.19
when break,0.19
two location,0.19
good actuallyimportant,0.19
sipping nibbling,0.19
aplenty come,0.19
where performer,0.19
variety good,0.19
among earthly,0.19
good baked,0.19
vessel among,0.19
well nicelooking,0.19
vibephoto credit,0.19
being banging,0.19
vienna budapest,0.19
along beer,0.19
almost ridiculous,0.19
vcbacked operation,0.19
trish rothgeb,0.19
afternoon sipping,0.19
travel vienna,0.19
addition fidi,0.19
shop not,0.19
spot full,0.19
food including,0.19
shop operating,0.19
spot almost,0.19
toast shame,0.19
spirit keeping,0.19
around well,0.19
adult drink,0.19
bitsy addition,0.19
beautiful avocado,0.19
sidewalk outside,0.19
around over,0.19
togo item,0.19
advanced pourovers,0.19
found discussing,0.19
fullservice shop,0.19
spacious great,0.19
been around,0.19
simple standing,0.19
wall start,0.19
former barista,0.19
experience includes,0.19
born owner,0.19
over year,0.19
come open,0.19
hang enjoy,0.19
outside live,0.19
outlet bring,0.19
continued improve,0.19
originator term,0.19
enjoy neighborhood,0.19
origin pourovers,0.19
owner idea,0.19
hangout lime,0.19
like grain,0.19
operation not,0.19
operating popup,0.19
lime green,0.19
open mind,0.19
eclectic array,0.19
coupled love,0.19
only feel,0.19
one get,0.19
option addition,0.19
one around,0.19
owner travel,0.19
fidi scene,0.19
prettiest one,0.19
precise technologically,0.19
prague coupled,0.19
espresso mass,0.19
pourovers tea,0.19
castro street,0.19
popup several,0.19
pop pink,0.19
poetry music,0.19
paired playful,0.19
equator first,0.19
pink choose,0.19
performer seen,0.19
latte thing,0.19
peoplewatching castro,0.19
haight let,0.19
choose two,0.19
fidi spot,0.19
let sweet,0.19
drawing flavor,0.19
playful inviting,0.19
craving being,0.19
live music,0.19
offering precise,0.19
feel hang,0.19
deliciously glamorous,0.19
delight artist,0.19
design punctuated,0.19
dessert masquerading,0.19
drink main,0.19
mojito iced,0.19
modern pop,0.19
drink grab,0.19
love experience,0.19
loving beautiful,0.19
discussing poetry,0.19
mind caffeine,0.19
lower haight,0.19
lowkey spacious,0.19
midmarket continued,0.19
host crowd,0.19
mass host,0.19
masquerading acceptable,0.19
marla bakery,0.19
disappoint offering,0.19
love california,0.19
drink marla,0.19
music bonus,0.19
earthly delight,0.19
offering awardwinning,0.19
several year,0.19
offer drip,0.19
credit geri,0.19
location caffe,0.19
crowd neighborhood,0.19
not surprised,0.19
not internet,0.19
not disappoint,0.19
location lowkey,0.19
nick trish,0.19
nicelooking latte,0.19
nibbling variety,0.19
location offer,0.19
drink single,0.19
cure caffeine,0.19
neighborhood vibephoto,0.19
neighborhood regular,0.19
day night,0.19
music sidewalk,0.19
produce away,0.19
profile owner,0.19
partner nick,0.19
great peoplewatching,0.19
brew along,0.19
salad sweet,0.19
rveille study,0.19
inviting design,0.19
rothgeb offering,0.19
room only,0.19
bring internet,0.19
brings baked,0.19
brunch spot,0.19
budapest prague,0.19
ridiculous number,0.19
regular found,0.19
california produce,0.19
idea grand,0.19
caffeine craving,0.19
itsy bitsy,0.19
green wall,0.19
brett walker,0.19
grand grand,0.19
grand drawing,0.19
improve option,0.19
provides baked,0.19
including togo,0.19
serving espresso,0.19
first location,0.19
served eclectic,0.19
serious paired,0.19
punctuated modern,0.19
includes espresso,0.19
caffe been,0.19
grab one,0.19
institution where,0.19
scene brings,0.19
savory toast,0.19
espresso served,0.19
iced aka,0.19
internet something,0.19
internet think,0.19
keeping thing,0.19
seen day,0.19
reason mint,0.19
ice cream,0.19999999999999998
entourage accessory,0.2
neighborhood beautifully,0.2
thought artfully,0.2
location where,0.2
national roaster,0.2
day find,0.2
day instantly,0.2
food beverage,0.2
assembled collection,0.2
heart soul,0.2
spot good,0.2
france thought,0.2
shop personifies,0.2
artfully assembled,0.2
port storm,0.2
houseroasted bean,0.2
portola location,0.2
spot sit,0.2
work done,0.2
where latte,0.2
location great,0.2
brew coldbrew,0.2
crowded stay,0.2
salad quinoa,0.2
latte pistachio,0.2
first public,0.2
cucumber tomato,0.2
nondescript alleyway,0.2
sourced coffee,0.2
nob great,0.2
salmon bagel,0.2
hotspot heart,0.2
beach spot,0.2
good place,0.2
croissant day,0.2
good punctuate,0.2
bean rotating,0.2
independent locally,0.2
traveling entourage,0.2
homemade baked,0.2
drink featuring,0.2
bottled cold,0.2
done skip,0.2
space get,0.2
lunch feed,0.2
lunch get,0.2
may issue,0.2
public library,0.2
space may,0.2
uber cool,0.2
beautifully poured,0.2
former filmmaker,0.2
poured latte,0.2
featuring houseroasted,0.2
punctuate shop,0.2
filmmaker eugene,0.2
instantly brighter,0.2
hidden nondescript,0.2
moment alone,0.2
inspired story,0.2
lovely spot,0.2
inner sunset,0.2
tomato smoked,0.2
except being,0.2
accessory table,0.2
feed salad,0.2
bowl basically,0.2
kim offer,0.2
variety homemade,0.2
selection national,0.2
salad hummus,0.2
alone engaging,0.2
locally owned,0.2
basically downside,0.2
hang day,0.2
eugene kim,0.2
enjoy quiet,0.2
being not,0.2
outlet castro,0.2
stay lunch,0.2
personifies inviting,0.2
lie uber,0.2
otherwise nob,0.2
being partner,0.2
smoked salmon,0.2
sunset neighborhood,0.2
belt being,0.2
concentrate hardcore,0.2
cafe collective,0.2
owned roastery,0.2
wisconsin ruby,0.2
latte variety,0.2
coffee food,0.2
partner list,0.2
ethos cold,0.2
storm life,0.2
story bibliothque,0.2
cold hand,0.2
coldbrew concentrate,0.2
hand warm,0.2
recently added,0.2
library france,0.2
pair cafe,0.2
collection sourced,0.2
quinoa bowl,0.2
collective belt,0.2
find space,0.2
conversation friend,0.2
smaller traveling,0.2
added bottled,0.2
table space,0.2
hardcore caffeinehounds,0.2
place hang,0.2
skip salad,0.2
ruby recently,0.2
list hidden,0.2
inviting ethos,0.2
wordofmouth local,0.2
bibliothque first,0.2
sit enjoy,0.2
plate pita,0.2
offer pour,0.2
quiet moment,0.2
local hotspot,0.2
beverage lovely,0.2
cool portola,0.2
get crowded,0.2
opened former,0.2
engaging conversation,0.2
soul inner,0.2
roaster like,0.2
roastery pair,0.2
issue otherwise,0.2
alleyway lie,0.2
like wisconsin,0.2
downside except,0.2
pita cucumber,0.2
epitome wordofmouth,0.2
hummus plate,0.2
warm port,0.2
pistachio croissant,0.2
wifi menu,0.21
fantastic sustenance,0.21
email inbox,0.21
everlane email,0.21
where when,0.21
when really,0.21
inbox nitro,0.21
latest everlane,0.21
really focus,0.21
pastry where,0.21
croissant quite,0.21
focused wifi,0.21
nitro fantastic,0.21
only pastry,0.21
quite good,0.21
focus cannot,0.21
purist shop,0.21
shop focused,0.21
sustenance croissant,0.21
cannot distracted,0.21
menu consisting,0.21
consisting only,0.21
distracted latest,0.21
opportunity expand,0.22
offering counter,0.22
growing chain,0.22
rio donut,0.22
pastry beer,0.22
dopest shop,0.22
chain giving,0.22
soft serve,0.22
soma offering,0.22
counter soft,0.22
wine largest,0.22
original fidi,0.22
giving team,0.22
open soma,0.22
largest location,0.22
proudly serving,0.22
soma may,0.22
frans finest,0.22
fidi location,0.22
expand menu,0.22
serving frans,0.22
may proudly,0.22
donut donut,0.22
donut bread,0.22
serve pastry,0.22
menu original,0.22
selfproclaimed dopest,0.22
modern almost,0.22
tea david,0.22
among modern,0.22
futuristic setting,0.22
bread among,0.22
almost futuristic,0.22
david rio,0.22
finest tea,0.22
location open,0.22
newest location,0.22
shop soma,0.22
team opportunity,0.22
location growing,0.22
quick cup,0.23
gray boba,0.23
pleasant outdoor,0.23
latte like,0.23
wifi available,0.23
stand proprietary,0.23
roast heath,0.23
shop stand,0.23
seating stop,0.23
ceramic cup,0.23
special weekend,0.23
boba tea,0.23
proprietary roast,0.23
saturday stop,0.23
sidewalk take,0.23
small modern,0.23
donut special,0.23
take way,0.23
modern offer,0.23
tiny corner,0.23
heath ceramic,0.23
cup sidewalk,0.23
available well,0.23
cup pleasant,0.23
tea latte,0.23
tea free,0.23
early gray,0.23
way bart,0.23
like lavender,0.23
weekend treat,0.23
offer tea,0.23
well saturday,0.23
stop donut,0.23
corner shop,0.23
lavender early,0.23
stop quick,0.23
leaf focus,0.24
interior leaf,0.24
scifi utopia,0.24
selection food,0.24
welldesigned russian,0.24
enough feel,0.24
minimal interior,0.24
milk course,0.24
utopia almond,0.24
independent producer,0.24
shop chill,0.24
macadamia latte,0.24
modern welldesigned,0.24
feel like,0.24
latte housemade,0.24
russian spot,0.24
housemade almond,0.24
sourced independent,0.24
way wellmade,0.24
like scifi,0.24
wellmade pour,0.24
limited selection,0.24
almond macadamia,0.24
focus russian,0.24
item give,0.24
almond milk,0.24
clean modern,0.24
spot limited,0.24
give way,0.24
russian shop,0.24
drink sourced,0.24
chill enough,0.24
santa cruz,0.36
